,TICKER,EST_DATE,MEASURE,FPI,MEANEST,ACT_DATE,ACTUAL
1150,AMZN,20170216,EPS,1,0.36,20171231,0.228
1198,AMZN,20170216,EPS,2,0.63,20181231,1.007
1318,AMZN,20170216,EPS,5,1.65,20211231,2.1395
1151,AMZN,20170316,EPS,1,0.35,20171231,0.228
1199,AMZN,20170316,EPS,2,0.62,20181231,1.007
1319,AMZN,20170316,EPS,5,1.65,20211231,2.1395
1152,AMZN,20170420,EPS,1,0.35,20171231,0.228
1200,AMZN,20170420,EPS,2,0.61,20181231,1.007
1320,AMZN,20170420,EPS,5,1.67,20211231,2.1395
1153,AMZN,20170518,EPS,1,0.33,20171231,0.228
1201,AMZN,20170518,EPS,2,0.56,20181231,1.007
1321,AMZN,20170518,EPS,5,1.75,20211231,2.1395
1154,AMZN,20170615,EPS,1,0.33,20171231,0.228
1202,AMZN,20170615,EPS,2,0.57,20181231,1.007
1322,AMZN,20170615,EPS,5,1.86,20211231,2.1395
1155,AMZN,20170720,EPS,1,0.33,20171231,0.228
1203,AMZN,20170720,EPS,2,0.57,20181231,1.007
1323,AMZN,20170720,EPS,5,1.86,20211231,2.1395
1156,AMZN,20170817,EPS,1,0.19,20171231,0.228
1204,AMZN,20170817,EPS,2,0.41,20181231,1.007
1324,AMZN,20170817,EPS,5,1.69,20211231,2.1395
1157,AMZN,20170914,EPS,1,0.2,20171231,0.228
1205,AMZN,20170914,EPS,2,0.4,20181231,1.007
1325,AMZN,20170914,EPS,5,1.94,20211231,2.1395
1158,AMZN,20171019,EPS,1,0.18,20171231,0.228
1206,AMZN,20171019,EPS,2,0.38,20181231,1.007
1326,AMZN,20171019,EPS,5,2.04,20211231,2.1395
1159,AMZN,20171116,EPS,1,0.22,20171231,0.228
1207,AMZN,20171116,EPS,2,0.4,20181231,1.007
1327,AMZN,20171116,EPS,5,1.75,20211231,2.1395
1160,AMZN,20171214,EPS,1,0.22,20171231,0.228
1208,AMZN,20171214,EPS,2,0.4,20181231,1.007
1328,AMZN,20171214,EPS,5,1.71,20211231,2.1395
1161,AMZN,20180118,EPS,1,0.22,20171231,0.228
1209,AMZN,20180118,EPS,2,0.4,20181231,1.007
1329,AMZN,20180118,EPS,5,1.72,20211231,2.1395
1186,AMZN,20180215,EPS,1,0.41,20181231,1.007
1234,AMZN,20180215,EPS,2,0.76,20191231,1.1505
1187,AMZN,20180315,EPS,1,0.42,20181231,1.007
1235,AMZN,20180315,EPS,2,0.77,20191231,1.1505
1188,AMZN,20180419,EPS,1,0.42,20181231,1.007
1236,AMZN,20180419,EPS,2,0.78,20191231,1.1505
1189,AMZN,20180517,EPS,1,0.63,20181231,1.007
1237,AMZN,20180517,EPS,2,0.99,20191231,1.1505
1190,AMZN,20180614,EPS,1,0.63,20181231,1.007
1238,AMZN,20180614,EPS,2,1.0,20191231,1.1505
1191,AMZN,20180719,EPS,1,0.63,20181231,1.007
1239,AMZN,20180719,EPS,2,1.01,20191231,1.1505
1192,AMZN,20180816,EPS,1,0.86,20181231,1.007
1240,AMZN,20180816,EPS,2,1.26,20191231,1.1505
1193,AMZN,20180920,EPS,1,0.87,20181231,1.007
1241,AMZN,20180920,EPS,2,1.28,20191231,1.1505
1194,AMZN,20181018,EPS,1,0.87,20181231,1.007
1242,AMZN,20181018,EPS,2,1.27,20191231,1.1505
1195,AMZN,20181115,EPS,1,0.98,20181231,1.007
1243,AMZN,20181115,EPS,2,1.32,20191231,1.1505
1196,AMZN,20181220,EPS,1,0.98,20181231,1.007
1244,AMZN,20181220,EPS,2,1.32,20191231,1.1505
1197,AMZN,20190117,EPS,1,0.98,20181231,1.007
1245,AMZN,20190117,EPS,2,1.34,20191231,1.1505
1222,AMZN,20190214,EPS,1,1.35,20191231,1.1505
1270,AMZN,20190214,EPS,2,1.95,20201231,2.0915
1223,AMZN,20190314,EPS,1,1.35,20191231,1.1505
1271,AMZN,20190314,EPS,2,1.96,20201231,2.0915
1224,AMZN,20190418,EPS,1,1.36,20191231,1.1505
1272,AMZN,20190418,EPS,2,1.97,20201231,2.0915
1225,AMZN,20190516,EPS,1,1.36,20191231,1.1505
1273,AMZN,20190516,EPS,2,1.91,20201231,2.0915
1226,AMZN,20190620,EPS,1,1.37,20191231,1.1505
1274,AMZN,20190620,EPS,2,1.92,20201231,2.0915
1227,AMZN,20190718,EPS,1,1.37,20191231,1.1505
1275,AMZN,20190718,EPS,2,1.92,20201231,2.0915
1228,AMZN,20190815,EPS,1,1.17,20191231,1.1505
1276,AMZN,20190815,EPS,2,1.66,20201231,2.0915
1229,AMZN,20190919,EPS,1,1.18,20191231,1.1505
1277,AMZN,20190919,EPS,2,1.68,20201231,2.0915
1230,AMZN,20191017,EPS,1,1.18,20191231,1.1505
1278,AMZN,20191017,EPS,2,1.67,20201231,2.0915
1231,AMZN,20191114,EPS,1,1.03,20191231,1.1505
1279,AMZN,20191114,EPS,2,1.36,20201231,2.0915
1232,AMZN,20191219,EPS,1,1.03,20191231,1.1505
1280,AMZN,20191219,EPS,2,1.35,20201231,2.0915
1233,AMZN,20200116,EPS,1,1.03,20191231,1.1505
1281,AMZN,20200116,EPS,2,1.34,20201231,2.0915
1258,AMZN,20200220,EPS,1,1.44,20201231,2.0915
1306,AMZN,20200220,EPS,2,2.01,20211231,2.1395
1259,AMZN,20200319,EPS,1,1.43,20201231,2.0915
1307,AMZN,20200319,EPS,2,2.01,20211231,2.1395
1260,AMZN,20200416,EPS,1,1.42,20201231,2.0915
1308,AMZN,20200416,EPS,2,1.99,20211231,2.1395
1261,AMZN,20200514,EPS,1,0.94,20201231,2.0915
1309,AMZN,20200514,EPS,2,1.87,20211231,2.1395
1262,AMZN,20200618,EPS,1,0.95,20201231,2.0915
1310,AMZN,20200618,EPS,2,1.88,20211231,2.1395
1263,AMZN,20200716,EPS,1,0.95,20201231,2.0915
1311,AMZN,20200716,EPS,2,1.87,20211231,2.1395
1264,AMZN,20200820,EPS,1,1.57,20201231,2.0915
1312,AMZN,20200820,EPS,2,2.21,20211231,2.1395
1265,AMZN,20200917,EPS,1,1.58,20201231,2.0915
1313,AMZN,20200917,EPS,2,2.21,20211231,2.1395
1266,AMZN,20201015,EPS,1,1.59,20201231,2.0915
1314,AMZN,20201015,EPS,2,2.22,20211231,2.1395
1267,AMZN,20201119,EPS,1,1.74,20201231,2.0915
1315,AMZN,20201119,EPS,2,2.27,20211231,2.1395
1268,AMZN,20201217,EPS,1,1.74,20201231,2.0915
1316,AMZN,20201217,EPS,2,2.27,20211231,2.1395
1269,AMZN,20210114,EPS,1,1.75,20201231,2.0915
1317,AMZN,20210114,EPS,2,2.27,20211231,2.1395
1294,AMZN,20210218,EPS,1,2.38,20211231,2.1395
1295,AMZN,20210318,EPS,1,2.38,20211231,2.1395
1296,AMZN,20210415,EPS,1,2.38,20211231,2.1395
1297,AMZN,20210520,EPS,1,2.81,20211231,2.1395
1298,AMZN,20210617,EPS,1,2.82,20211231,2.1395
1299,AMZN,20210715,EPS,1,2.79,20211231,2.1395
1300,AMZN,20210819,EPS,1,2.66,20211231,2.1395
1301,AMZN,20210916,EPS,1,2.66,20211231,2.1395
1302,AMZN,20211014,EPS,1,2.64,20211231,2.1395
1303,AMZN,20211118,EPS,1,2.05,20211231,2.1395
1304,AMZN,20211216,EPS,1,2.05,20211231,2.1395
1423,FBK,20120517,EPS,1,0.51,20121231,0.53
1444,FBK,20120517,EPS,2,0.62,20131231,0.88
1525,FBK,20120517,EPS,5,1.33,20161231,4.23
1424,FBK,20120614,EPS,1,0.54,20121231,0.53
1445,FBK,20120614,EPS,2,0.66,20131231,0.88
1526,FBK,20120614,EPS,5,1.52,20161231,4.23
1425,FBK,20120719,EPS,1,0.51,20121231,0.53
1446,FBK,20120719,EPS,2,0.65,20131231,0.88
1527,FBK,20120719,EPS,5,1.67,20161231,4.23
1426,FBK,20120816,EPS,1,0.49,20121231,0.53
1447,FBK,20120816,EPS,2,0.63,20131231,0.88
1528,FBK,20120816,EPS,5,1.59,20161231,4.23
1427,FBK,20120920,EPS,1,0.48,20121231,0.53
1448,FBK,20120920,EPS,2,0.63,20131231,0.88
1529,FBK,20120920,EPS,5,1.47,20161231,4.23
1428,FBK,20121018,EPS,1,0.48,20121231,0.53
1449,FBK,20121018,EPS,2,0.62,20131231,0.88
1530,FBK,20121018,EPS,5,1.45,20161231,4.23
1429,FBK,20121115,EPS,1,0.52,20121231,0.53
1450,FBK,20121115,EPS,2,0.64,20131231,0.88
1531,FBK,20121115,EPS,5,1.49,20161231,4.23
1430,FBK,20121220,EPS,1,0.51,20121231,0.53
1451,FBK,20121220,EPS,2,0.65,20131231,0.88
1532,FBK,20121220,EPS,5,1.43,20161231,4.23
1431,FBK,20130117,EPS,1,0.52,20121231,0.53
1452,FBK,20130117,EPS,2,0.66,20131231,0.88
1533,FBK,20130117,EPS,5,1.51,20161231,4.23
1432,FBK,20130214,EPS,1,0.57,20131231,0.88
1465,FBK,20130214,EPS,2,0.78,20141231,1.77
1558,FBK,20130214,EPS,5,2.1,20171231,6.16
1433,FBK,20130314,EPS,1,0.57,20131231,0.88
1466,FBK,20130314,EPS,2,0.78,20141231,1.77
1559,FBK,20130314,EPS,5,2.1,20171231,6.16
1434,FBK,20130418,EPS,1,0.57,20131231,0.88
1467,FBK,20130418,EPS,2,0.78,20141231,1.77
1560,FBK,20130418,EPS,5,2.11,20171231,6.16
1435,FBK,20130516,EPS,1,0.57,20131231,0.88
1468,FBK,20130516,EPS,2,0.77,20141231,1.77
1561,FBK,20130516,EPS,5,1.75,20171231,6.16
1436,FBK,20130620,EPS,1,0.57,20131231,0.88
1469,FBK,20130620,EPS,2,0.77,20141231,1.77
1562,FBK,20130620,EPS,5,1.75,20171231,6.16
1437,FBK,20130718,EPS,1,0.57,20131231,0.88
1470,FBK,20130718,EPS,2,0.78,20141231,1.77
1563,FBK,20130718,EPS,5,1.69,20171231,6.16
1438,FBK,20130815,EPS,1,0.71,20131231,0.88
1471,FBK,20130815,EPS,2,0.94,20141231,1.77
1564,FBK,20130815,EPS,5,1.95,20171231,6.16
1439,FBK,20130919,EPS,1,0.71,20131231,0.88
1472,FBK,20130919,EPS,2,0.95,20141231,1.77
1565,FBK,20130919,EPS,5,2.02,20171231,6.16
1440,FBK,20131017,EPS,1,0.72,20131231,0.88
1473,FBK,20131017,EPS,2,0.98,20141231,1.77
1566,FBK,20131017,EPS,5,2.33,20171231,6.16
1441,FBK,20131114,EPS,1,0.83,20131231,0.88
1474,FBK,20131114,EPS,2,1.12,20141231,1.77
1567,FBK,20131114,EPS,5,2.6,20171231,6.16
1442,FBK,20131219,EPS,1,0.83,20131231,0.88
1475,FBK,20131219,EPS,2,1.13,20141231,1.77
1568,FBK,20131219,EPS,5,2.65,20171231,6.16
1443,FBK,20140116,EPS,1,0.84,20131231,0.88
1476,FBK,20140116,EPS,2,1.13,20141231,1.77
1569,FBK,20140116,EPS,5,2.78,20171231,6.16
1453,FBK,20140220,EPS,1,1.26,20141231,1.77
1489,FBK,20140220,EPS,2,1.68,20151231,2.28
1594,FBK,20140220,EPS,5,3.99,20181231,7.57
1454,FBK,20140320,EPS,1,1.26,20141231,1.77
1490,FBK,20140320,EPS,2,1.68,20151231,2.28
1595,FBK,20140320,EPS,5,3.91,20181231,7.57
1455,FBK,20140417,EPS,1,1.26,20141231,1.77
1491,FBK,20140417,EPS,2,1.68,20151231,2.28
1596,FBK,20140417,EPS,5,3.89,20181231,7.57
1456,FBK,20140515,EPS,1,1.43,20141231,1.77
1492,FBK,20140515,EPS,2,1.83,20151231,2.28
1597,FBK,20140515,EPS,5,4.29,20181231,7.57
1457,FBK,20140619,EPS,1,1.43,20141231,1.77
1493,FBK,20140619,EPS,2,1.83,20151231,2.28
1598,FBK,20140619,EPS,5,4.29,20181231,7.57
1458,FBK,20140717,EPS,1,1.43,20141231,1.77
1494,FBK,20140717,EPS,2,1.84,20151231,2.28
1599,FBK,20140717,EPS,5,4.33,20181231,7.57
1459,FBK,20140814,EPS,1,1.62,20141231,1.77
1495,FBK,20140814,EPS,2,2.02,20151231,2.28
1600,FBK,20140814,EPS,5,4.53,20181231,7.57
1460,FBK,20140918,EPS,1,1.62,20141231,1.77
1496,FBK,20140918,EPS,2,2.02,20151231,2.28
1601,FBK,20140918,EPS,5,4.54,20181231,7.57
1461,FBK,20141016,EPS,1,1.63,20141231,1.77
1497,FBK,20141016,EPS,2,2.04,20151231,2.28
1602,FBK,20141016,EPS,5,4.6,20181231,7.57
1462,FBK,20141120,EPS,1,1.69,20141231,1.77
1498,FBK,20141120,EPS,2,1.91,20151231,2.28
1603,FBK,20141120,EPS,5,4.52,20181231,7.57
1463,FBK,20141218,EPS,1,1.69,20141231,1.77
1499,FBK,20141218,EPS,2,1.91,20151231,2.28
1604,FBK,20141218,EPS,5,4.47,20181231,7.57
1464,FBK,20150115,EPS,1,1.69,20141231,1.77
1500,FBK,20150115,EPS,2,1.91,20151231,2.28
1605,FBK,20150115,EPS,5,4.64,20181231,7.57
1477,FBK,20150219,EPS,1,1.95,20151231,2.28
1513,FBK,20150219,EPS,2,2.57,20161231,4.23
1630,FBK,20150219,EPS,5,5.75,20191231,6.43
1478,FBK,20150319,EPS,1,1.95,20151231,2.28
1514,FBK,20150319,EPS,2,2.57,20161231,4.23
1631,FBK,20150319,EPS,5,5.78,20191231,6.43
1479,FBK,20150416,EPS,1,1.96,20151231,2.28
1515,FBK,20150416,EPS,2,2.59,20161231,4.23
1632,FBK,20150416,EPS,5,5.78,20191231,6.43
1480,FBK,20150514,EPS,1,2.0,20151231,2.28
1516,FBK,20150514,EPS,2,2.63,20161231,4.23
1633,FBK,20150514,EPS,5,5.36,20191231,6.43
1481,FBK,20150618,EPS,1,2.0,20151231,2.28
1517,FBK,20150618,EPS,2,2.65,20161231,4.23
1634,FBK,20150618,EPS,5,5.35,20191231,6.43
1482,FBK,20150716,EPS,1,2.01,20151231,2.28
1518,FBK,20150716,EPS,2,2.66,20161231,4.23
1635,FBK,20150716,EPS,5,5.37,20191231,6.43
1483,FBK,20150820,EPS,1,2.07,20151231,2.28
1519,FBK,20150820,EPS,2,2.75,20161231,4.23
1636,FBK,20150820,EPS,5,5.8,20191231,6.43
1484,FBK,20150917,EPS,1,2.07,20151231,2.28
1520,FBK,20150917,EPS,2,2.75,20161231,4.23
1637,FBK,20150917,EPS,5,5.74,20191231,6.43
1485,FBK,20151015,EPS,1,2.07,20151231,2.28
1521,FBK,20151015,EPS,2,2.75,20161231,4.23
1638,FBK,20151015,EPS,5,5.77,20191231,6.43
1486,FBK,20151119,EPS,1,2.16,20151231,2.28
1522,FBK,20151119,EPS,2,2.85,20161231,4.23
1639,FBK,20151119,EPS,5,5.92,20191231,6.43
1487,FBK,20151217,EPS,1,2.17,20151231,2.28
1523,FBK,20151217,EPS,2,2.86,20161231,4.23
1640,FBK,20151217,EPS,5,5.92,20191231,6.43
1488,FBK,20160114,EPS,1,2.17,20151231,2.28
1524,FBK,20160114,EPS,2,2.88,20161231,4.23
1641,FBK,20160114,EPS,5,5.92,20191231,6.43
1501,FBK,20160218,EPS,1,3.13,20161231,4.23
1546,FBK,20160218,EPS,2,4.13,20171231,6.16
1666,FBK,20160218,EPS,5,8.26,20201231,10.09
1502,FBK,20160317,EPS,1,3.14,20161231,4.23
1547,FBK,20160317,EPS,2,4.13,20171231,6.16
1667,FBK,20160317,EPS,5,8.31,20201231,10.09
1503,FBK,20160414,EPS,1,3.14,20161231,4.23
1548,FBK,20160414,EPS,2,4.14,20171231,6.16
1668,FBK,20160414,EPS,5,8.31,20201231,10.09
1504,FBK,20160519,EPS,1,3.57,20161231,4.23
1549,FBK,20160519,EPS,2,4.55,20171231,6.16
1669,FBK,20160519,EPS,5,8.95,20201231,10.09
1505,FBK,20160616,EPS,1,3.58,20161231,4.23
1550,FBK,20160616,EPS,2,4.59,20171231,6.16
1670,FBK,20160616,EPS,5,8.95,20201231,10.09
1506,FBK,20160714,EPS,1,3.57,20161231,4.23
1551,FBK,20160714,EPS,2,4.62,20171231,6.16
1671,FBK,20160714,EPS,5,9.12,20201231,10.09
1507,FBK,20160818,EPS,1,3.94,20161231,4.23
1552,FBK,20160818,EPS,2,5.04,20171231,6.16
1672,FBK,20160818,EPS,5,9.6,20201231,10.09
1508,FBK,20160915,EPS,1,3.94,20161231,4.23
1553,FBK,20160915,EPS,2,5.06,20171231,6.16
1673,FBK,20160915,EPS,5,9.6,20201231,10.09
1509,FBK,20161020,EPS,1,3.94,20161231,4.23
1554,FBK,20161020,EPS,2,5.08,20171231,6.16
1674,FBK,20161020,EPS,5,9.71,20201231,10.09
1510,FBK,20161117,EPS,1,4.09,20161231,4.23
1555,FBK,20161117,EPS,2,5.2,20171231,6.16
1675,FBK,20161117,EPS,5,9.51,20201231,10.09
1511,FBK,20161215,EPS,1,4.09,20161231,4.23
1556,FBK,20161215,EPS,2,5.19,20171231,6.16
1676,FBK,20161215,EPS,5,9.51,20201231,10.09
1512,FBK,20170119,EPS,1,4.1,20161231,4.23
1557,FBK,20170119,EPS,2,5.18,20171231,6.16
1677,FBK,20170119,EPS,5,9.72,20201231,10.09
1534,FBK,20170216,EPS,1,5.41,20171231,6.16
1582,FBK,20170216,EPS,2,6.69,20181231,7.57
1702,FBK,20170216,EPS,5,11.08,20211231,13.77
1535,FBK,20170316,EPS,1,5.4,20171231,6.16
1583,FBK,20170316,EPS,2,6.69,20181231,7.57
1703,FBK,20170316,EPS,5,11.08,20211231,13.77
1536,FBK,20170420,EPS,1,5.42,20171231,6.16
1584,FBK,20170420,EPS,2,6.72,20181231,7.57
1704,FBK,20170420,EPS,5,11.09,20211231,13.77
1537,FBK,20170518,EPS,1,4.84,20171231,6.16
1585,FBK,20170518,EPS,2,5.99,20181231,7.57
1705,FBK,20170518,EPS,5,11.18,20211231,13.77
1538,FBK,20170615,EPS,1,4.84,20171231,6.16
1586,FBK,20170615,EPS,2,6.0,20181231,7.57
1706,FBK,20170615,EPS,5,11.18,20211231,13.77
1539,FBK,20170720,EPS,1,4.87,20171231,6.16
1587,FBK,20170720,EPS,2,6.04,20181231,7.57
1707,FBK,20170720,EPS,5,11.18,20211231,13.77
1540,FBK,20170817,EPS,1,5.33,20171231,6.16
1588,FBK,20170817,EPS,2,6.48,20181231,7.57
1708,FBK,20170817,EPS,5,11.94,20211231,13.77
1541,FBK,20170914,EPS,1,5.33,20171231,6.16
1589,FBK,20170914,EPS,2,6.48,20181231,7.57
1709,FBK,20170914,EPS,5,11.94,20211231,13.77
1542,FBK,20171019,EPS,1,5.34,20171231,6.16
1590,FBK,20171019,EPS,2,6.52,20181231,7.57
1710,FBK,20171019,EPS,5,11.99,20211231,13.77
1543,FBK,20171116,EPS,1,5.86,20171231,6.16
1591,FBK,20171116,EPS,2,6.62,20181231,7.57
1711,FBK,20171116,EPS,5,12.19,20211231,13.77
1544,FBK,20171214,EPS,1,5.86,20171231,6.16
1592,FBK,20171214,EPS,2,6.64,20181231,7.57
1712,FBK,20171214,EPS,5,12.21,20211231,13.77
1545,FBK,20180118,EPS,1,5.88,20171231,6.16
1593,FBK,20180118,EPS,2,6.71,20181231,7.57
1713,FBK,20180118,EPS,5,12.08,20211231,13.77
1570,FBK,20180215,EPS,1,7.25,20181231,7.57
1618,FBK,20180215,EPS,2,8.81,20191231,6.43
1571,FBK,20180315,EPS,1,7.26,20181231,7.57
1619,FBK,20180315,EPS,2,8.84,20191231,6.43
1572,FBK,20180419,EPS,1,7.25,20181231,7.57
1620,FBK,20180419,EPS,2,8.75,20191231,6.43
1573,FBK,20180517,EPS,1,7.64,20181231,7.57
1621,FBK,20180517,EPS,2,9.11,20191231,6.43
1574,FBK,20180614,EPS,1,7.65,20181231,7.57
1622,FBK,20180614,EPS,2,9.21,20191231,6.43
1575,FBK,20180719,EPS,1,7.67,20181231,7.57
1623,FBK,20180719,EPS,2,9.26,20191231,6.43
1576,FBK,20180816,EPS,1,7.21,20181231,7.57
1624,FBK,20180816,EPS,2,8.33,20191231,6.43
1577,FBK,20180920,EPS,1,7.21,20181231,7.57
1625,FBK,20180920,EPS,2,8.32,20191231,6.43
1578,FBK,20181018,EPS,1,7.21,20181231,7.57
1626,FBK,20181018,EPS,2,8.3,20191231,6.43
1579,FBK,20181115,EPS,1,7.37,20181231,7.57
1627,FBK,20181115,EPS,2,7.41,20191231,6.43
1580,FBK,20181220,EPS,1,7.39,20181231,7.57
1628,FBK,20181220,EPS,2,7.42,20191231,6.43
1581,FBK,20190117,EPS,1,7.39,20181231,7.57
1629,FBK,20190117,EPS,2,7.4,20191231,6.43
1606,FBK,20190214,EPS,1,7.59,20191231,6.43
1654,FBK,20190214,EPS,2,8.85,20201231,10.09
1607,FBK,20190314,EPS,1,7.56,20191231,6.43
1655,FBK,20190314,EPS,2,8.87,20201231,10.09
1608,FBK,20190418,EPS,1,7.56,20191231,6.43
1656,FBK,20190418,EPS,2,8.85,20201231,10.09
1609,FBK,20190516,EPS,1,7.06,20191231,6.43
1657,FBK,20190516,EPS,2,9.3,20201231,10.09
1610,FBK,20190620,EPS,1,7.11,20191231,6.43
1658,FBK,20190620,EPS,2,9.36,20201231,10.09
1611,FBK,20190718,EPS,1,7.1,20191231,6.43
1659,FBK,20190718,EPS,2,9.33,20201231,10.09
1612,FBK,20190815,EPS,1,6.35,20191231,6.43
1660,FBK,20190815,EPS,2,9.49,20201231,10.09
1613,FBK,20190919,EPS,1,6.28,20191231,6.43
1661,FBK,20190919,EPS,2,9.5,20201231,10.09
1614,FBK,20191017,EPS,1,6.28,20191231,6.43
1662,FBK,20191017,EPS,2,9.5,20201231,10.09
1615,FBK,20191114,EPS,1,6.47,20191231,6.43
1663,FBK,20191114,EPS,2,9.15,20201231,10.09
1616,FBK,20191219,EPS,1,6.46,20191231,6.43
1664,FBK,20191219,EPS,2,9.15,20201231,10.09
1617,FBK,20200116,EPS,1,6.41,20191231,6.43
1665,FBK,20200116,EPS,2,9.14,20201231,10.09
1642,FBK,20200220,EPS,1,9.11,20201231,10.09
1690,FBK,20200220,EPS,2,10.87,20211231,13.77
1643,FBK,20200319,EPS,1,9.02,20201231,10.09
1691,FBK,20200319,EPS,2,10.83,20211231,13.77
1644,FBK,20200416,EPS,1,7.89,20201231,10.09
1692,FBK,20200416,EPS,2,9.89,20211231,13.77
1645,FBK,20200514,EPS,1,7.25,20201231,10.09
1693,FBK,20200514,EPS,2,9.77,20211231,13.77
1646,FBK,20200618,EPS,1,7.27,20201231,10.09
1694,FBK,20200618,EPS,2,9.79,20211231,13.77
1647,FBK,20200716,EPS,1,7.26,20201231,10.09
1695,FBK,20200716,EPS,2,9.77,20211231,13.77
1648,FBK,20200820,EPS,1,8.0,20201231,10.09
1696,FBK,20200820,EPS,2,10.12,20211231,13.77
1649,FBK,20200917,EPS,1,8.03,20201231,10.09
1697,FBK,20200917,EPS,2,10.15,20211231,13.77
1650,FBK,20201015,EPS,1,8.05,20201231,10.09
1698,FBK,20201015,EPS,2,10.19,20211231,13.77
1651,FBK,20201119,EPS,1,9.37,20201231,10.09
1699,FBK,20201119,EPS,2,10.38,20211231,13.77
1652,FBK,20201217,EPS,1,9.35,20201231,10.09
1700,FBK,20201217,EPS,2,10.49,20211231,13.77
1653,FBK,20210114,EPS,1,9.35,20201231,10.09
1701,FBK,20210114,EPS,2,10.5,20211231,13.77
1678,FBK,20210218,EPS,1,11.32,20211231,13.77
1679,FBK,20210318,EPS,1,11.33,20211231,13.77
1680,FBK,20210415,EPS,1,11.31,20211231,13.77
1681,FBK,20210520,EPS,1,13.15,20211231,13.77
1682,FBK,20210617,EPS,1,13.12,20211231,13.77
1683,FBK,20210715,EPS,1,13.12,20211231,13.77
1684,FBK,20210819,EPS,1,14.08,20211231,13.77
1685,FBK,20210916,EPS,1,14.14,20211231,13.77
1686,FBK,20211014,EPS,1,14.12,20211231,13.77
1687,FBK,20211118,EPS,1,13.93,20211231,13.77
1688,FBK,20211216,EPS,1,13.94,20211231,13.77
1898,GOOG,20100114,EPS,1,0.57,20091231,0.58
1945,GOOG,20100114,EPS,2,0.66,20101231,0.74
2064,GOOG,20100114,EPS,5,1.08,20131231,1.0973
1923,GOOG,20100218,EPS,1,0.68,20101231,0.74
1970,GOOG,20100218,EPS,2,0.78,20111231,0.901
2079,GOOG,20100218,EPS,5,1.21,20141231,1.279
1924,GOOG,20100318,EPS,1,0.68,20101231,0.74
1971,GOOG,20100318,EPS,2,0.78,20111231,0.901
2080,GOOG,20100318,EPS,5,1.21,20141231,1.279
1925,GOOG,20100415,EPS,1,0.69,20101231,0.74
1972,GOOG,20100415,EPS,2,0.78,20111231,0.901
2081,GOOG,20100415,EPS,5,1.22,20141231,1.279
1926,GOOG,20100520,EPS,1,0.69,20101231,0.74
1973,GOOG,20100520,EPS,2,0.8,20111231,0.901
2082,GOOG,20100520,EPS,5,1.27,20141231,1.279
1927,GOOG,20100617,EPS,1,0.69,20101231,0.74
1974,GOOG,20100617,EPS,2,0.8,20111231,0.901
2083,GOOG,20100617,EPS,5,1.24,20141231,1.279
1928,GOOG,20100715,EPS,1,0.69,20101231,0.74
1975,GOOG,20100715,EPS,2,0.79,20111231,0.901
2084,GOOG,20100715,EPS,5,1.24,20141231,1.279
1929,GOOG,20100819,EPS,1,0.68,20101231,0.74
1976,GOOG,20100819,EPS,2,0.78,20111231,0.901
2085,GOOG,20100819,EPS,5,1.25,20141231,1.279
1930,GOOG,20100916,EPS,1,0.68,20101231,0.74
1977,GOOG,20100916,EPS,2,0.78,20111231,0.901
2086,GOOG,20100916,EPS,5,1.28,20141231,1.279
1931,GOOG,20101014,EPS,1,0.68,20101231,0.74
1978,GOOG,20101014,EPS,2,0.79,20111231,0.901
2087,GOOG,20101014,EPS,5,1.24,20141231,1.279
1932,GOOG,20101118,EPS,1,0.72,20101231,0.74
1979,GOOG,20101118,EPS,2,0.83,20111231,0.901
2088,GOOG,20101118,EPS,5,1.3,20141231,1.279
1933,GOOG,20101216,EPS,1,0.72,20101231,0.74
1980,GOOG,20101216,EPS,2,0.84,20111231,0.901
2089,GOOG,20101216,EPS,5,1.3,20141231,1.279
1958,GOOG,20110120,EPS,1,0.84,20111231,0.901
2004,GOOG,20110120,EPS,2,0.97,20121231,0.9955
1959,GOOG,20110217,EPS,1,0.86,20111231,0.901
2005,GOOG,20110217,EPS,2,1.0,20121231,0.9955
2092,GOOG,20110217,EPS,5,1.55,20151231,1.4795
1960,GOOG,20110317,EPS,1,0.87,20111231,0.901
2006,GOOG,20110317,EPS,2,1.01,20121231,0.9955
2093,GOOG,20110317,EPS,5,1.55,20151231,1.4795
1961,GOOG,20110414,EPS,1,0.86,20111231,0.901
2007,GOOG,20110414,EPS,2,1.0,20121231,0.9955
2094,GOOG,20110414,EPS,5,1.56,20151231,1.4795
1962,GOOG,20110519,EPS,1,0.85,20111231,0.901
2008,GOOG,20110519,EPS,2,0.99,20121231,0.9955
2095,GOOG,20110519,EPS,5,1.51,20151231,1.4795
1963,GOOG,20110616,EPS,1,0.85,20111231,0.901
2009,GOOG,20110616,EPS,2,0.99,20121231,0.9955
2096,GOOG,20110616,EPS,5,1.51,20151231,1.4795
1964,GOOG,20110714,EPS,1,0.85,20111231,0.901
2010,GOOG,20110714,EPS,2,0.99,20121231,0.9955
2097,GOOG,20110714,EPS,5,1.57,20151231,1.4795
1965,GOOG,20110818,EPS,1,0.89,20111231,0.901
2011,GOOG,20110818,EPS,2,1.05,20121231,0.9955
2098,GOOG,20110818,EPS,5,1.72,20151231,1.4795
1966,GOOG,20110915,EPS,1,0.89,20111231,0.901
2012,GOOG,20110915,EPS,2,1.05,20121231,0.9955
2099,GOOG,20110915,EPS,5,1.72,20151231,1.4795
